Id,SalePrice
1461,120813.37930228461
1462,166338.23351397007
1463,179710.2028808907
1464,189795.52033984402
1465,168387.10357625905
1466,173108.60977454163
1467,175712.35404910136
1468,161023.9779408317
1469,189045.68926522817
1470,125803.19255562838
1471,190766.13254790637
1472,91401.99282177437
1473,92181.74122361273
1474,152612.3746711688
1475,120521.98819723926
1476,407951.66573624394
1477,247035.89942426383
1478,286809.60677817813
1479,285446.01478725637
1480,462926.0140042507
1481,354247.7626091966
1482,203182.79381191198
1483,170586.93931183292
1484,170716.18886305086
1485,189922.80901451493
1486,198730.76034607948
1487,355933.79270321457
1488,223329.65053161056
1489,207353.4562173998
1490,232816.78620053898
1491,191146.3323345417
1492,91868.9383085393
1493,181975.5896878766
1494,305405.8686444235
1495,290870.2241227904
1496,227528.17750065925
1497,200179.06586619935
1498,164489.45470366252
1499,159034.09679637646
1500,144212.06265703135
1501,171142.27846104777
1502,148892.57701829806
1503,286179.47622706176
1504,242666.61227920372
1505,221892.98276372184
1506,182298.9181227222
1507,248930.71961744328
1508,208741.5896583087
1509,160177.35604656895
1510,141786.88345037925
1511,143117.19443647377
1512,172654.8158206775
1513,148089.85170980706
1514,164764.10936398452
1515,172040.82399839564
1516,163588.0854321322
1517,162630.64876929976
1518,135046.41828641784
1519,219636.26505447552
1520,133401.6925012236
1521,135374.3997866601
1522,168319.5190240849
1523,114578.97336691411
1524,122534.5962169367
1525,124628.81823437112
1526,111801.40979839853
1527,104458.28570831001
1528,138497.57336766925
1529,161257.53627436102
1530,166522.17394684907
1531,94151.76334509657
1532,106258.8307807207
1533,142720.3145896825
1534,118434.8664195134
1535,152562.30922525603
1536,110123.1147933436
1537,55142.28761901919
1538,144588.67690169346
1539,203625.4909809684
1540,84339.48975234818
1541,142129.65463037908
1542,152950.71343913488
1543,183556.19623514148
1544,80552.88512101042
1545,101728.66807650271
1546,134172.15829044487
1547,127599.33043904578
1548,135151.62053677405
1549,100521.93631512008
1550,137223.09118945774
1551,116550.06051943198
1552,150003.9134460341
1553,167010.75851829528
1554,135159.32246100754
1555,170329.32782719587
1556,86110.84652914491
1557,108856.17233858141
1558,89462.30111514949
1559,79473.92435097002
1560,132459.8312013029
1561,120274.13336476969
1562,123240.79256170115
1563,120880.97175029884
1564,150095.05393504023
1565,144336.83837022982
1566,218071.2484045984
1567,76462.78354309319
1568,237571.56290896473
1569,143173.5002593204
1570,134249.0180200783
1571,110984.46986161407
1572,147255.78642793396
1573,246283.7059048373
1574,109635.58801514567
1575,208935.956565651
1576,222800.50330208926
1577,187805.26275397776
1578,137497.14913885287
1579,137380.25079136208
1580,196796.6077118152
1581,141672.25231266723
1582,129149.90584015098
1583,333814.117874142
1584,227075.42573913437
1585,137655.26484809516
1586,74938.49872945034
1587,96704.95607812538
1588,150619.83445471627
1589,89089.90463014827
1590,135383.9841017583
1591,92840.84388180019
1592,108864.97691433568
1593,141770.44603026577
1594,136998.88860205025
1595,112211.81306963727
1596,232114.49273700474
1597,197134.00534763568
1598,214705.63162376534
1599,159699.5390295108
1600,158603.0395421151
1601,61233.8723192444
1602,116318.87130628951
1603,93624.35410604774
1604,288579.0699507164
1605,247667.82653437014
1606,172857.2412802456
1607,197257.33108703498
1608,224207.60747268354
1609,185536.4703303683
1610,147694.15276760497
1611,138591.75240300532
1612,157561.59859228064
1613,168522.54526385345
1614,125728.41632115074
1615,92251.10719887186
1616,81978.97546660995
1617,93056.96369105305
1618,125535.70860927278
1619,139133.97803509384
1620,157158.20139490932
1621,134848.87882821818
1622,142057.71493279102
1623,285788.5172617557
1624,192416.32935922258
1625,121572.24442723706
1626,163689.4828961885
1627,187333.85618105455
1628,263154.4033242589
1629,177637.86388302984
1630,346417.339379728
1631,200254.45440329038
1632,237891.56832104558
1633,173444.65780861973
1634,192019.8007736565
1635,178098.9489677449
1636,152517.38891540212
1637,201886.11601879614
1638,175328.50655313086
1639,183656.61932460777
1640,257797.8853038942
1641,174343.6203616236
1642,222470.07570880887
1643,223273.4651553408
1644,227687.9078574787
1645,204930.8161790308
1646,162864.16287091564
1647,160920.25356526102
1648,132369.84510185898
1649,139909.42851741967
1650,108978.33142453442
1651,125927.77337413983
1652,91461.51720650558
1653,90894.42067585838
1654,155863.76474966487
1655,149087.19898008375
1656,146210.67554924887
1657,157876.7106504843
1658,148222.77638677225
1659,132079.47080790676
1660,147897.58593911628
1661,445648.2846308
1662,400681.6709024955
1663,414768.13836417254
1664,463990.03202392795
1665,321949.58140779217
1666,336458.2749532128
1667,364588.36906117236
1668,336066.35665152397
1669,287176.08797876554
1670,362530.7742354379
1671,263426.51456193073
1672,452886.65247074066
1673,290271.99280086235
1674,231736.0118287174
1675,177559.05618770936
1676,179916.6909367382
1677,224813.95315861676
1678,444121.48452929896
1679,420402.86172098224
1680,361319.54166956467
1681,236612.87288742923
1682,290373.54434701387
1683,179999.0780891754
1684,174691.27456950213
1685,165045.34574757566
1686,167573.36776844796
1687,173777.46015983057
1688,189526.12223149708
1689,192819.54919299376
1690,193146.064023764
1691,187538.93901919486
1692,248984.9126376898
1693,168858.75262957165
1694,187231.0000348443
1695,165043.35090518853
1696,278171.23909402435
1697,168933.84399031292
1698,342982.05686235934
1699,364231.0725996893
1700,232985.4237816948
1701,265186.31251578534
1702,250639.99003779038
1703,260004.56912327994
1704,276669.6246515552
1705,206156.73045648375
1706,403757.50187515444
1707,218684.34390562188
1708,213190.65234528345
1709,301229.2075082511
1710,214298.83382743094
1711,256181.50321094054
1712,277539.3989696977
1713,290198.064811876
1714,230238.14836408538
1715,205293.50138721976
1716,177626.4280579783
1717,171692.75210145419
1718,135245.28104150295
1719,204906.0708530349
1720,241125.64906543767
1721,171378.85300928593
1722,126561.04910063614
1723,157020.691030067
1724,202301.29882185513
1725,241469.0505181098
1726,182482.00809162494
1727,152716.50860735943
1728,184072.92820394176
1729,169684.8806048063
1730,154584.02535162188
1731,111109.53527195657
1732,124498.36742630338
1733,115269.02797068848
1734,122152.04936765386
1735,125341.24571804045
1736,107226.55250802885
1737,354790.6958026989
1738,214674.27606053528
1739,296160.33118093247
1740,211034.78651382573
1741,187892.10822904974
1742,163310.87817308737
1743,173694.48431288655
1744,292859.2459766859
1745,224027.27595949196
1746,170279.6511986354
1747,218060.29432107092
1748,227169.92993156624
1749,154020.0707305049
1750,119859.77099090091
1751,225841.45982101848
1752,125924.83626653558
1753,144370.67051438728
1754,192772.1145307008
1755,156359.30670667204
1756,133582.33469866763
1757,120703.58024816043
1758,145547.60172482877
1759,169981.05687491494
1760,164472.80461355334
1761,149057.99805821088
1762,176503.468557861
1763,170618.6918446275
1764,120218.79181502604
1765,164768.27978146228
1766,186805.70955640593
1767,234155.0614263869
1768,147742.75399921014
1769,172246.19759173103
1770,147316.75158422333
1771,117750.14552560684
1772,139257.04039307238
1773,134983.21951748908
1774,138152.59576599608
1775,142747.72502270786
1776,130310.31444454631
1777,112056.60200235048
1778,138202.3503252114
1779,111905.88127728648
1780,169742.82137355403
1781,130076.66928684147
1782,83420.72438690237
1783,147634.02756856702
1784,106068.4023624018
1785,126574.50799805403
1786,141419.64014526128
1787,161709.23408181808
1788,53902.714343976935
1789,92795.93405930258
1790,78790.52444882723
1791,188937.8464521779
1792,160066.69793792383
1793,130738.17139726933
1794,144207.61867058146
1795,135974.52061826485
1796,116704.66665444354
1797,107056.15974038486
1798,128473.91768621143
1799,101585.98532414995
1800,134935.63969416247
1801,131805.79896539066
1802,113972.81955804492
1803,154604.18128351448
1804,141303.11170056098
1805,142469.66397704705
1806,118233.75528511606
1807,148154.43128731503
1808,112724.2346176913
1809,123941.35338809427
1810,149568.83354917105
1811,99436.09596281589
1812,95491.40167502161
1813,127692.54371861629
1814,101392.42443153841
1815,48613.91537045829
1816,91463.6012272679
1817,107685.99293931619
1818,139535.1643700608
1819,139327.0809168281
1820,61789.42040503232
1821,106090.83915985667
1822,150017.74607441833
1823,46670.54406625803
1824,120636.89874678414
1825,130863.53167918415
1826,100751.3662593506
1827,94140.06386282595
1828,141948.76064473286
1829,116463.29217320321
1830,144000.39204844728
1831,160089.16230212254
1832,72321.93307447812
1833,145443.57987990795
1834,126511.25297887831
1835,134200.21349800559
1836,125546.5575190708
1837,82289.83150061894
1838,129746.43198873219
1839,93004.7443413215
1840,149748.57255100628
1841,148924.00303346434
1842,88595.76584191564
1843,120251.86003460761
1844,124703.25199908564
1845,149210.81361840936
1846,143879.19842604527
1847,163458.52169742226
1848,52725.29702773151
1849,103697.02411594376
1850,119496.84496148827
1851,156602.70688592637
1852,128616.09252521634
1853,136254.86137547044
1854,169360.44803034386
1855,132975.58551398225
1856,211066.6011145608
1857,150016.69688025763
1858,136025.1483819288
1859,111172.77925659902
1860,146454.1074685554
1861,109282.43503158548
1862,343926.364543443
1863,335397.9699790557
1864,335397.9699790557
1865,313337.80556424503
1866,351260.29988832044
1867,239808.335627182
1868,294752.3275458246
1869,200112.35214011607
1870,227970.30422105835
1871,242935.45341467994
1872,160505.50449241415
1873,242516.36272931655
1874,139624.5391482051
1875,190478.16286597046
1876,198203.92279204918
1877,201636.39414727438
1878,206066.4683052613
1879,120839.874701722
1880,128207.44587302052
1881,245876.7901297456
1882,248891.67343972242
1883,190885.79779272337
1884,200648.46731867132
1885,240446.48734140905
1886,302568.9638882219
1887,200365.45844347228
1888,277013.2638169452
1889,146155.9745594707
1890,112350.76007712267
1891,137588.81182672337
1892,105426.4421739665
1893,135089.8296553109
1894,122111.00710250747
1895,129463.80731854845
1896,131498.66141394645
1897,117460.01402475314
1898,126706.27715674427
1899,148860.9860079206
1900,162512.3019098756
1901,174609.3271447561
1902,145722.8038452999
1903,232565.38890705715
1904,152621.8991812379
1905,201346.49535625576
1906,171958.7059345633
1907,195166.59186732437
1908,104261.11184269901
1909,127666.28345919756
1910,116318.15357809562
1911,224562.323951698
1912,309832.0081148439
1913,138068.965634615
1914,68171.95501931591
1915,327088.16550478677
1916,62863.64081207974
1917,247590.8117499677
1918,140737.66353542721
1919,165308.83747148525
1920,151703.4268486596
1921,492385.0999482047
1922,331129.2517808441
1923,212953.1495794757
1924,217969.79323718417
1925,181123.9267395334
1926,417263.320440865
1927,131352.24040958818
1928,161124.6594696307
1929,118355.4589020286
1930,127934.17131768113
1931,148578.46323918042
1932,140921.92291158624
1933,174816.3241627681
1934,182259.4761750921
1935,164707.00442118436
1936,184110.13656981962
1937,189707.866880655
1938,169126.53442396256
1939,218603.82551007718
1940,168386.35452626136
1941,175940.92535771508
1942,179209.77034201546
1943,201111.1435326778
1944,354427.37617749686
1945,383144.6641845981
1946,127909.7456228452
1947,290458.3630988205
1948,167227.1607192551
1949,235849.69382584837
1950,181999.79772320355
1951,278149.65711242467
1952,219512.14463977137
1953,170406.41590104334
1954,178692.47023309622
1955,137743.78421139333
1956,316007.5168257771
1957,145229.56053596883
1958,306381.0655080635
1959,152644.58511454117
1960,113470.98516378536
1961,123968.52243512838
1962,88857.71044229215
1963,95379.63634762552
1964,113332.33697361697
1965,155407.52082842062
1966,140893.96421815932
1967,265152.0972322087
1968,401712.10179696296
1969,407462.3734295568
1970,410364.70842772606
1971,471095.3383854231
1972,394347.84478133876
1973,246237.0434343087
1974,311674.55633124575
1975,527904.8461023471
1976,262720.0110984003
1977,362459.7412636233
1978,332387.8823227293
1979,316530.7547387319
1980,199946.31459419502
1981,344757.1056386797
1982,208644.52300936662
1983,192797.8402100846
1984,166159.10651073756
1985,210463.27314350143
1986,210982.59111680003
1987,180094.78268734302
1988,174211.79596596255
1989,194197.87328018286
1990,205915.21935622828
1991,229925.4968499333
1992,207099.55960484044
1993,170728.74981317192
1994,233037.44685074303
1995,191453.11950328265
1996,242813.41364845572
1997,315661.70927781414
1998,368021.6370783734
1999,261967.1897528652
2000,314749.5349730248
2001,264356.5706866608
2002,232731.18315435573
2003,255943.33362344003
2004,250650.1326516503
2005,201930.47246737505
